user,item,time
170619,8,2023-09-11 19:16:51
170619,8,2023-09-11 19:16:51
170619,12,2023-09-11 19:17:02
170619,5,2023-09-11 19:17:09
170619,12,2023-09-11 19:23:35
170619,13,2023-09-11 19:23:49
185673,1,2023-09-12 11:39:38
185673,2,2023-09-12 12:19:38
185673,6,2023-09-12 12:25:31
185673,3,2023-09-12 12:37:22
185673,20,2023-09-12 12:39:08
185673,4,2023-09-12 12:39:09
159733,1,2023-09-12 12:39:26
185673,7,2023-09-12 12:46:09
185003,1,2023-09-12 12:53:24
185003,2,2023-09-12 12:54:49
185003,20,2023-09-12 12:55:12
185003,4,2023-09-12 12:55:14
185003,8,2023-09-12 12:55:56
185003,8,2023-09-12 12:55:56
185003,12,2023-09-12 12:56:13
178614,21,2023-09-12 13:28:56
180599,8,2023-09-12 13:41:28
180599,8,2023-09-12 13:41:28
180599,19,2023-09-12 13:41:45
180599,19,2023-09-12 13:41:45
180599,5,2023-09-12 13:41:52
178614,13,2023-09-12 13:46:18
184985,1,2023-09-12 15:04:38
180545,1,2023-09-12 15:26:29
180545,1,2023-09-12 15:29:59
186153,1,2023-09-12 15:30:59
186480,1,2023-09-12 15:34:48
186153,20,2023-09-12 15:35:15
186153,4,2023-09-12 15:35:15
184985,1,2023-09-12 15:38:16
180599,1,2023-09-12 15:38:21
185673,1,2023-09-12 15:38:34
186479,1,2023-09-12 15:38:44
141444,1,2023-09-12 15:38:56
170619,1,2023-09-12 15:40:50
159551,1,2023-09-12 15:41:11
186153,2,2023-09-12 15:41:45
184985,20,2023-09-12 15:42:04
184985,4,2023-09-12 15:42:19
184985,4,2023-09-12 15:42:21
170619,13,2023-09-12 15:42:55
184988,2,2023-09-12 15:43:15
185009,2,2023-09-12 15:43:19
170619,5,2023-09-12 15:43:34
186153,6,2023-09-12 15:43:37
186153,3,2023-09-12 15:43:42
184988,3,2023-09-12 15:43:55
170619,19,2023-09-12 15:44:09
170619,19,2023-09-12 15:44:09
170619,29,2023-09-12 15:44:21
170619,29,2023-09-12 15:44:21
170619,6,2023-09-12 15:45:05
170619,2,2023-09-12 15:45:05
186153,8,2023-09-12 15:49:53
186153,8,2023-09-12 15:49:54
186479,8,2023-09-12 15:52:14
186479,8,2023-09-12 15:52:14
185009,8,2023-09-12 15:52:21
185009,8,2023-09-12 15:52:21
186153,12,2023-09-12 15:53:05
185009,19,2023-09-12 15:53:14
185009,19,2023-09-12 15:53:14
185009,5,2023-09-12 15:53:24
141444,4,2023-09-12 15:54:34
170619,20,2023-09-12 15:54:44
170619,4,2023-09-12 15:54:49
185006,4,2023-09-12 15:55:14
185006,4,2023-09-12 15:55:16
186479,7,2023-09-12 15:55:36
186480,20,2023-09-12 15:55:51
186479,4,2023-09-12 15:55:55
186480,4,2023-09-12 15:56:04
184988,20,2023-09-12 15:56:10
184988,4,2023-09-12 15:56:56
185009,4,2023-09-12 15:57:10
180599,20,2023-09-12 15:57:11
180599,4,2023-09-12 15:57:26
181091,4,2023-09-12 15:57:40
159551,4,2023-09-12 15:58:50
184994,4,2023-09-12 16:04:41
184994,4,2023-09-12 16:04:41
163849,8,2023-09-12 16:06:49
163849,8,2023-09-12 16:06:49
163849,5,2023-09-12 16:07:47
186152,4,2023-09-12 16:16:42
181091,1,2023-09-12 16:23:36
181091,4,2023-09-12 16:23:48
186161,4,2023-09-12 16:30:22
185673,8,2023-09-12 16:46:05
185673,8,2023-09-12 16:46:05
179682,12,2023-09-12 17:28:39
185000,12,2023-09-12 17:28:52
186479,5,2023-09-12 17:29:35
186479,12,2023-09-12 17:29:57
186479,13,2023-09-12 17:30:21
186479,14,2023-09-12 17:30:33
186479,16,2023-09-12 17:30:35
179682,5,2023-09-12 17:30:54
185000,5,2023-09-12 17:31:14
185673,13,2023-09-12 17:31:39
140230,12,2023-09-12 17:32:13
170619,12,2023-09-12 17:32:22
170619,13,2023-09-12 17:32:23
170619,14,2023-09-12 17:32:24
170619,16,2023-09-12 17:32:26
170619,15,2023-09-12 17:32:28
170619,17,2023-09-12 17:32:29
185000,13,2023-09-12 17:32:44
170619,15,2023-09-12 17:32:46
185000,14,2023-09-12 17:32:46
170619,18,2023-09-12 17:32:48
185000,16,2023-09-12 17:32:48
184994,5,2023-09-12 17:33:10
186164,5,2023-09-12 17:33:11
186478,5,2023-09-12 17:33:13
170619,15,2023-09-12 17:33:18
184986,5,2023-09-12 17:33:30
170619,12,2023-09-12 17:33:33
184999,5,2023-09-12 17:33:39
170619,5,2023-09-12 17:33:40
170619,19,2023-09-12 17:33:41
170619,19,2023-09-12 17:33:41
186153,5,2023-09-12 17:33:47
185004,5,2023-09-12 17:33:48
186164,12,2023-09-12 17:34:04
185003,12,2023-09-12 17:34:06
185003,13,2023-09-12 17:34:08
185003,5,2023-09-12 17:34:14
185673,13,2023-09-12 17:35:26
186158,4,2023-09-12 17:35:27
186158,5,2023-09-12 17:35:57
140230,5,2023-09-12 17:36:01
186158,5,2023-09-12 17:36:06
186158,12,2023-09-12 17:36:30
179682,12,2023-09-12 17:36:36
180599,13,2023-09-12 17:36:37
140230,19,2023-09-12 17:37:01
140230,19,2023-09-12 17:37:01
179682,13,2023-09-12 17:37:02
180599,5,2023-09-12 17:37:04
185000,5,2023-09-12 17:37:06
186158,13,2023-09-12 17:37:14
180599,15,2023-09-12 17:38:10
181091,12,2023-09-12 17:38:24
180599,13,2023-09-12 17:38:43
185006,5,2023-09-12 17:38:59
186158,15,2023-09-12 17:39:03
185006,5,2023-09-12 17:39:05
181091,13,2023-09-12 17:39:19
179356,5,2023-09-12 17:39:21
163849,5,2023-09-12 17:39:38
163849,19,2023-09-12 17:39:39
163849,19,2023-09-12 17:39:39
163849,12,2023-09-12 17:39:45
140230,13,2023-09-12 17:39:47
163849,13,2023-09-12 17:39:48
141174,12,2023-09-12 17:40:14
179356,12,2023-09-12 17:40:15
181091,15,2023-09-12 17:40:37
141174,5,2023-09-12 17:40:40
181091,15,2023-09-12 17:40:40
163849,15,2023-09-12 17:40:56
180545,5,2023-09-12 17:41:00
163849,15,2023-09-12 17:41:00
184983,8,2023-09-12 17:41:04
184983,8,2023-09-12 17:41:04
185006,12,2023-09-12 17:41:14
186153,13,2023-09-12 17:41:29
186478,12,2023-09-12 17:41:58
184988,5,2023-09-12 17:42:16
184990,5,2023-09-12 17:42:17
184885,5,2023-09-12 17:42:37
141174,15,2023-09-12 17:42:39
179356,13,2023-09-12 17:42:41
141174,15,2023-09-12 17:42:42
179356,14,2023-09-12 17:42:44
186478,13,2023-09-12 17:42:57
184999,12,2023-09-12 17:42:58
180545,19,2023-09-12 17:43:00
180545,19,2023-09-12 17:43:00
180545,12,2023-09-12 17:43:08
184980,4,2023-09-12 17:43:20
186157,12,2023-09-12 17:43:22
186155,12,2023-09-12 17:43:25
180545,13,2023-09-12 17:43:25
184985,12,2023-09-12 17:43:28
179356,15,2023-09-12 17:43:29
184990,13,2023-09-12 17:43:30
186155,5,2023-09-12 17:43:32
184980,12,2023-09-12 17:43:33
184985,5,2023-09-12 17:43:34
184985,19,2023-09-12 17:43:36
184985,19,2023-09-12 17:43:36
179356,15,2023-09-12 17:43:38
179356,15,2023-09-12 17:43:41
179356,15,2023-09-12 17:43:42
184983,6,2023-09-12 17:43:44
184983,6,2023-09-12 17:43:44
185673,5,2023-09-12 17:43:51
185003,19,2023-09-12 17:44:03
185003,19,2023-09-12 17:44:03
184980,19,2023-09-12 17:44:12
184980,19,2023-09-12 17:44:12
184980,5,2023-09-12 17:44:13
184983,5,2023-09-12 17:44:20
186164,13,2023-09-12 17:44:20
184983,5,2023-09-12 17:44:25
184983,8,2023-09-12 17:44:35
184983,8,2023-09-12 17:44:35
186155,13,2023-09-12 17:44:50
186155,14,2023-09-12 17:44:51
186157,5,2023-09-12 17:44:52
186155,16,2023-09-12 17:44:52
184885,12,2023-09-12 17:44:53
141174,13,2023-09-12 17:44:58
184988,12,2023-09-12 17:45:10
185006,13,2023-09-12 17:45:17
184885,13,2023-09-12 17:45:25
181091,13,2023-09-12 17:46:00
184985,2,2023-09-12 17:46:18
184985,6,2023-09-12 17:46:25
178614,5,2023-09-12 17:46:33
178614,13,2023-09-12 17:46:39
184983,13,2023-09-12 17:46:58
184986,5,2023-09-12 17:47:06
184986,13,2023-09-12 17:47:13
186161,12,2023-09-12 17:47:14
186152,5,2023-09-12 17:47:26
184985,3,2023-09-12 17:47:30
186161,5,2023-09-12 17:47:31
163849,5,2023-09-12 17:50:50
140230,15,2023-09-12 17:51:13
181091,13,2023-09-12 17:51:14
140230,15,2023-09-12 17:51:16
180599,5,2023-09-12 17:51:17
163849,14,2023-09-12 17:51:36
184980,12,2023-09-12 17:52:21
181091,5,2023-09-12 17:52:40
185003,14,2023-09-12 17:52:43
185673,15,2023-09-12 17:53:00
185673,14,2023-09-12 17:53:04
186153,14,2023-09-12 17:53:08
180599,13,2023-09-12 17:53:10
184986,14,2023-09-12 17:53:29
185006,15,2023-09-12 17:53:44
185006,15,2023-09-12 17:53:50
180545,15,2023-09-12 17:54:19
180545,14,2023-09-12 17:54:31
184980,13,2023-09-12 17:56:30
184980,14,2023-09-12 17:56:33
185006,14,2023-09-12 17:56:41
141174,14,2023-09-12 17:57:04
184994,12,2023-09-12 17:57:09
184994,12,2023-09-12 17:57:09
184994,13,2023-09-12 17:57:24
184999,13,2023-09-12 17:57:26
184999,15,2023-09-12 17:57:28
184999,17,2023-09-12 17:57:29
184999,14,2023-09-12 17:57:29
185004,13,2023-09-12 17:57:37
184994,14,2023-09-12 17:58:06
185004,14,2023-09-12 17:58:31
186158,14,2023-09-12 17:59:38
180599,15,2023-09-12 17:59:46
180599,15,2023-09-12 17:59:49
185011,12,2023-09-12 18:00:01
185011,5,2023-09-12 18:00:23
186152,12,2023-09-12 18:00:26
180599,12,2023-09-12 18:00:36
180545,17,2023-09-12 18:00:44
163849,17,2023-09-12 18:00:59
180599,5,2023-09-12 18:01:00
184999,17,2023-09-12 18:01:18
180599,14,2023-09-12 18:01:40
185673,14,2023-09-12 18:01:41
186152,13,2023-09-12 18:01:43
185004,17,2023-09-12 18:01:48
181091,14,2023-09-12 18:01:52
186152,15,2023-09-12 18:01:56
186152,15,2023-09-12 18:01:59
184994,17,2023-09-12 18:02:00
184994,17,2023-09-12 18:02:00
184988,15,2023-09-12 18:02:02
184988,15,2023-09-12 18:02:12
184990,15,2023-09-12 18:02:19
184990,15,2023-09-12 18:02:43
185004,14,2023-09-12 18:02:46
184990,15,2023-09-12 18:02:47
186155,1,2023-09-12 18:02:50
180599,16,2023-09-12 18:02:51
185003,17,2023-09-12 18:03:18
180599,13,2023-09-12 18:03:19
184994,5,2023-09-12 18:04:40
185011,12,2023-09-12 18:05:36
178614,17,2023-09-12 18:06:48
180599,5,2023-09-12 18:07:15
140230,17,2023-09-12 18:07:29
140230,14,2023-09-12 18:07:44
186161,5,2023-09-12 18:08:14
186161,12,2023-09-12 18:08:22
184985,13,2023-09-12 18:09:02
186157,12,2023-09-12 18:09:08
186157,12,2023-09-12 18:09:12
186161,13,2023-09-12 18:09:16
186478,14,2023-09-12 18:09:29
184985,14,2023-09-12 18:09:30
184985,15,2023-09-12 18:09:34
186164,14,2023-09-12 18:09:45
186157,13,2023-09-12 18:09:46
184985,15,2023-09-12 18:10:00
184980,15,2023-09-12 18:10:01
184980,15,2023-09-12 18:10:03
184985,17,2023-09-12 18:10:07
184980,12,2023-09-12 18:10:45
184980,15,2023-09-12 18:10:53
184980,15,2023-09-12 18:11:02
184980,17,2023-09-12 18:11:15
184988,13,2023-09-12 18:12:09
184994,5,2023-09-12 18:12:09
184885,14,2023-09-12 18:12:11
184885,17,2023-09-12 18:12:12
184885,17,2023-09-12 18:12:17
184988,14,2023-09-12 18:12:30
185673,14,2023-09-12 18:12:57
185673,17,2023-09-12 18:13:14
184988,17,2023-09-12 18:13:14
186478,15,2023-09-12 18:13:26
184983,12,2023-09-12 18:14:25
185011,13,2023-09-12 18:15:10
141174,17,2023-09-12 18:15:19
180599,19,2023-09-12 18:15:42
180599,19,2023-09-12 18:15:42
186152,16,2023-09-12 18:15:52
184999,14,2023-09-12 18:16:41
180599,5,2023-09-12 18:16:42
184990,14,2023-09-12 18:18:49
186161,14,2023-09-12 18:19:34
186157,14,2023-09-12 18:20:13
184994,5,2023-09-12 18:25:40
184983,14,2023-09-12 18:25:54
186152,14,2023-09-12 18:26:38
185011,14,2023-09-12 18:27:06
180599,15,2023-09-12 18:27:47
180599,15,2023-09-12 18:27:49
180599,5,2023-09-12 18:28:36
184983,17,2023-09-12 18:28:44
184983,17,2023-09-12 18:28:44
181091,13,2023-09-12 18:30:17
180599,13,2023-09-12 18:30:33
185009,4,2023-09-12 18:31:39
186479,12,2023-09-12 18:32:17
186479,13,2023-09-12 18:32:18
186479,16,2023-09-12 18:32:19
186479,14,2023-09-12 18:32:19
179356,13,2023-09-12 18:32:20
179356,14,2023-09-12 18:32:22
186479,5,2023-09-12 18:32:23
180599,5,2023-09-12 18:35:03
184994,14,2023-09-12 18:35:23
180599,13,2023-09-12 18:35:52
179682,14,2023-09-12 18:41:48
179356,5,2023-09-12 18:44:40
184994,16,2023-09-12 18:47:41
184999,16,2023-09-12 18:47:44
184999,16,2023-09-12 18:47:59
184999,18,2023-09-12 18:48:00
184999,18,2023-09-12 18:48:10
185004,18,2023-09-12 18:48:23
184999,14,2023-09-12 18:48:47
181091,14,2023-09-12 18:48:53
180599,19,2023-09-12 18:52:41
180599,19,2023-09-12 18:52:41
180599,5,2023-09-12 18:53:32
180599,13,2023-09-12 18:53:43
186479,19,2023-09-12 18:58:01
186479,19,2023-09-12 18:58:01
186479,13,2023-09-12 19:00:32
179356,13,2023-09-12 19:00:45
185003,19,2023-09-12 19:04:16
185003,19,2023-09-12 19:04:16
185003,19,2023-09-12 19:05:34
186158,19,2023-09-12 19:05:37
186158,19,2023-09-12 19:05:37
185003,19,2023-09-12 19:05:42
185003,19,2023-09-12 19:05:42
185003,19,2023-09-12 19:05:43
185003,19,2023-09-12 19:05:43
185003,19,2023-09-12 19:05:43
180599,5,2023-09-12 19:07:23
179356,19,2023-09-12 19:07:49
179356,19,2023-09-12 19:07:49
184986,8,2023-09-12 19:07:56
184986,8,2023-09-12 19:07:56
184986,8,2023-09-12 19:07:58
184986,19,2023-09-12 19:08:11
184986,19,2023-09-12 19:08:11
184986,19,2023-09-12 19:08:12
184986,19,2023-09-12 19:08:17
184986,19,2023-09-12 19:08:17
184986,19,2023-09-12 19:08:18
184986,19,2023-09-12 19:08:18
184986,19,2023-09-12 19:08:18
184980,19,2023-09-12 19:08:24
184980,19,2023-09-12 19:08:24
184980,19,2023-09-12 19:08:25
184980,19,2023-09-12 19:08:40
184980,19,2023-09-12 19:08:41
184980,19,2023-09-12 19:08:41
184980,19,2023-09-12 19:08:41
184980,19,2023-09-12 19:08:41
170619,1,2023-09-12 19:08:41
185000,19,2023-09-12 19:08:43
185000,19,2023-09-12 19:08:43
170619,1,2023-09-12 19:08:43
184980,19,2023-09-12 19:09:27
184980,19,2023-09-12 19:09:29
184980,19,2023-09-12 19:09:29
184980,19,2023-09-12 19:09:29
184980,19,2023-09-12 19:09:29
184980,19,2023-09-12 19:09:30
180545,19,2023-09-12 19:09:35
180545,19,2023-09-12 19:09:36
180545,19,2023-09-12 19:09:40
180545,19,2023-09-12 19:09:47
180545,19,2023-09-12 19:09:47
180545,19,2023-09-12 19:09:47
180545,19,2023-09-12 19:09:48
180545,19,2023-09-12 19:09:48
180599,19,2023-09-12 19:09:49
180599,19,2023-09-12 19:09:49
180599,5,2023-09-12 19:10:17
180599,16,2023-09-12 19:10:47
186155,19,2023-09-12 19:12:52
186155,19,2023-09-12 19:12:52
186155,19,2023-09-12 19:12:53
186155,19,2023-09-12 19:12:59
186155,19,2023-09-12 19:12:59
186155,19,2023-09-12 19:12:59
186155,19,2023-09-12 19:12:59
186155,19,2023-09-12 19:13:00
141174,19,2023-09-12 19:13:51
141174,19,2023-09-12 19:13:51
141174,19,2023-09-12 19:13:56
141174,19,2023-09-12 19:14:39
141174,19,2023-09-12 19:14:39
141174,19,2023-09-12 19:14:40
141174,19,2023-09-12 19:14:40
141174,19,2023-09-12 19:14:40
186153,19,2023-09-12 19:15:44
186153,19,2023-09-12 19:15:44
186153,19,2023-09-12 19:16:02
186153,19,2023-09-12 19:16:08
186153,19,2023-09-12 19:16:08
186153,19,2023-09-12 19:16:09
186153,19,2023-09-12 19:16:09
186153,19,2023-09-12 19:16:09
184999,8,2023-09-12 19:17:32
184999,8,2023-09-12 19:17:32
184999,19,2023-09-12 19:17:43
184999,19,2023-09-12 19:17:43
184999,19,2023-09-12 19:17:45
184999,19,2023-09-12 19:17:53
184999,19,2023-09-12 19:17:53
184999,19,2023-09-12 19:17:53
184999,19,2023-09-12 19:17:53
184999,19,2023-09-12 19:17:53
184983,19,2023-09-12 19:18:20
184983,19,2023-09-12 19:18:20
184983,19,2023-09-12 19:19:55
184983,19,2023-09-12 19:20:06
184983,19,2023-09-12 19:20:06
184983,19,2023-09-12 19:20:07
184983,19,2023-09-12 19:20:07
184983,19,2023-09-12 19:20:07
184990,19,2023-09-12 19:20:26
184990,19,2023-09-12 19:20:26
185004,19,2023-09-12 19:21:46
185004,19,2023-09-12 19:21:47
185004,19,2023-09-12 19:21:48
184994,19,2023-09-12 19:21:55
184994,19,2023-09-12 19:21:55
185004,19,2023-09-12 19:21:57
185004,19,2023-09-12 19:21:57
185004,19,2023-09-12 19:21:57
185004,19,2023-09-12 19:21:57
185004,19,2023-09-12 19:21:57
184994,19,2023-09-12 19:21:58
184994,19,2023-09-12 19:22:15
184994,19,2023-09-12 19:22:15
184994,19,2023-09-12 19:22:15
184994,19,2023-09-12 19:22:15
184994,19,2023-09-12 19:22:15
184990,19,2023-09-12 19:22:39
184990,19,2023-09-12 19:23:12
184990,19,2023-09-12 19:23:12
184990,19,2023-09-12 19:23:12
184990,19,2023-09-12 19:23:12
184990,19,2023-09-12 19:23:12
163849,8,2023-09-12 19:23:15
163849,8,2023-09-12 19:23:15
163849,19,2023-09-12 19:23:21
163849,19,2023-09-12 19:23:21
163849,19,2023-09-12 19:23:26
163849,19,2023-09-12 19:23:46
163849,19,2023-09-12 19:23:46
163849,19,2023-09-12 19:23:46
163849,19,2023-09-12 19:23:46
163849,19,2023-09-12 19:23:46
184988,19,2023-09-12 19:26:15
184988,19,2023-09-12 19:26:15
184988,19,2023-09-12 19:26:17
184988,19,2023-09-12 19:27:57
184988,19,2023-09-12 19:27:57
184988,19,2023-09-12 19:27:57
184988,19,2023-09-12 19:27:57
184988,19,2023-09-12 19:27:58
185673,19,2023-09-12 19:29:29
185673,19,2023-09-12 19:29:29
185673,19,2023-09-12 19:29:33
186152,19,2023-09-12 19:29:52
186152,19,2023-09-12 19:29:52
185673,19,2023-09-12 19:30:01
185673,19,2023-09-12 19:30:01
185673,19,2023-09-12 19:30:01
185673,19,2023-09-12 19:30:01
185673,19,2023-09-12 19:30:01
186152,19,2023-09-12 19:30:09
179356,19,2023-09-12 19:31:02
179356,19,2023-09-12 19:31:02
179356,19,2023-09-12 19:31:07
185000,19,2023-09-12 19:31:49
179356,19,2023-09-12 19:32:12
179356,19,2023-09-12 19:32:12
179356,19,2023-09-12 19:32:12
179356,19,2023-09-12 19:32:12
179356,19,2023-09-12 19:32:12
185000,19,2023-09-12 19:32:26
185000,19,2023-09-12 19:32:26
185000,19,2023-09-12 19:32:26
185000,19,2023-09-12 19:32:26
185000,19,2023-09-12 19:32:26
179682,19,2023-09-12 19:32:44
179682,19,2023-09-12 19:32:44
186152,19,2023-09-12 19:32:54
186158,19,2023-09-12 19:33:05
186158,19,2023-09-12 19:33:06
186152,19,2023-09-12 19:34:07
186152,19,2023-09-12 19:34:07
186152,19,2023-09-12 19:34:07
186152,19,2023-09-12 19:34:07
186152,19,2023-09-12 19:34:08
185673,19,2023-09-12 19:34:26
185011,19,2023-09-12 19:34:47
185011,19,2023-09-12 19:34:47
185011,19,2023-09-12 19:34:49
185673,19,2023-09-12 19:34:54
185673,19,2023-09-12 19:34:54
185673,19,2023-09-12 19:34:54
185673,19,2023-09-12 19:34:54
185673,19,2023-09-12 19:34:54
186158,19,2023-09-12 19:35:22
186158,19,2023-09-12 19:35:23
186158,19,2023-09-12 19:35:24
185011,19,2023-09-12 19:35:27
185011,19,2023-09-12 19:35:27
185011,19,2023-09-12 19:35:27
185011,19,2023-09-12 19:35:27
185011,19,2023-09-12 19:35:27
186158,19,2023-09-12 19:35:44
186158,19,2023-09-12 19:35:44
186158,19,2023-09-12 19:35:44
186158,19,2023-09-12 19:35:44
186158,19,2023-09-12 19:35:44
184885,19,2023-09-12 19:36:16
184885,19,2023-09-12 19:36:16
184885,19,2023-09-12 19:36:18
184885,19,2023-09-12 19:36:25
184885,19,2023-09-12 19:36:25
184885,19,2023-09-12 19:36:25
184885,19,2023-09-12 19:36:25
184885,19,2023-09-12 19:36:26
186158,13,2023-09-12 20:42:28
186158,12,2023-09-12 20:42:39
186158,14,2023-09-12 20:43:16
141174,8,2023-09-12 22:37:48
141174,8,2023-09-12 22:37:48
141444,8,2023-09-13 07:47:28
141444,8,2023-09-13 07:47:28
141444,12,2023-09-13 07:47:52
141444,5,2023-09-13 07:49:34
141444,19,2023-09-13 07:49:38
141444,19,2023-09-13 07:49:38
141444,12,2023-09-13 07:51:07
141444,13,2023-09-13 07:51:11
185000,12,2023-09-13 07:51:52
185000,13,2023-09-13 07:51:54
185000,14,2023-09-13 07:51:57
185000,16,2023-09-13 07:52:02
141444,15,2023-09-13 07:56:06
141444,14,2023-09-13 07:56:21
184992,4,2023-09-13 08:57:04
184992,1,2023-09-13 08:57:08
184992,8,2023-09-13 09:02:12
184992,8,2023-09-13 09:02:12
184990,6,2023-09-13 09:38:22
184990,3,2023-09-13 09:38:39
178614,4,2023-09-13 09:53:21
184988,8,2023-09-13 10:12:35
184988,8,2023-09-13 10:12:35
184999,4,2023-09-13 10:23:40
184985,4,2023-09-13 10:24:40
159733,8,2023-09-13 10:24:44
159733,8,2023-09-13 10:24:44
186153,2,2023-09-13 10:24:59
159733,19,2023-09-13 10:25:07
159733,19,2023-09-13 10:25:07
186153,3,2023-09-13 10:25:11
186153,2,2023-09-13 10:25:13
185673,4,2023-09-13 10:25:37
159733,1,2023-09-13 10:28:28
159733,5,2023-09-13 10:33:58
159733,12,2023-09-13 10:34:40
159733,1,2023-09-13 10:35:03
159733,3,2023-09-13 10:35:45
159733,6,2023-09-13 10:35:48
159733,2,2023-09-13 10:35:49
159733,13,2023-09-13 10:37:25
184988,4,2023-09-13 10:41:29
185004,4,2023-09-13 10:50:05
159733,15,2023-09-13 11:20:57
159733,15,2023-09-13 11:21:10
159733,14,2023-09-13 11:21:33
186153,15,2023-09-13 11:25:53
186153,15,2023-09-13 11:25:54
186153,5,2023-09-13 11:26:10
184985,8,2023-09-13 11:37:14
184985,8,2023-09-13 11:37:15
159733,17,2023-09-13 11:48:21
186164,1,2023-09-13 11:51:25
186480,1,2023-09-13 13:56:29
141444,12,2023-09-13 15:35:28
141444,13,2023-09-13 15:35:29
141444,14,2023-09-13 15:35:33
141444,16,2023-09-13 15:35:34
141444,15,2023-09-13 15:35:38
141444,17,2023-09-13 15:35:40
141444,18,2023-09-13 15:35:42
141444,5,2023-09-13 15:35:52
159733,8,2023-09-13 15:54:50
159733,8,2023-09-13 15:54:50
159733,24,2023-09-13 15:56:18
159733,24,2023-09-13 15:56:18
159733,36,2023-09-13 15:57:15
159733,36,2023-09-13 15:57:15
159733,19,2023-09-13 15:58:00
159733,19,2023-09-13 15:58:00
159733,29,2023-09-13 15:59:13
159733,29,2023-09-13 15:59:13
141444,19,2023-09-13 16:42:13
141444,19,2023-09-13 16:42:13
185000,4,2023-09-13 17:17:06
180599,15,2023-09-13 17:34:03
141444,5,2023-09-13 17:34:11
180599,5,2023-09-13 17:34:11
141444,12,2023-09-13 17:34:13
141444,13,2023-09-13 17:34:14
141444,14,2023-09-13 17:34:16
141444,16,2023-09-13 17:34:18
184996,12,2023-09-13 17:35:17
184996,13,2023-09-13 17:35:19
184996,5,2023-09-13 17:35:33
184996,19,2023-09-13 17:35:34
184996,19,2023-09-13 17:35:34
184998,5,2023-09-13 17:36:22
184998,12,2023-09-13 17:36:28
140032,1,2023-09-13 17:36:59
184998,13,2023-09-13 17:37:11
186162,2,2023-09-13 17:37:40
186162,5,2023-09-13 17:38:04
186162,19,2023-09-13 17:38:05
186162,19,2023-09-13 17:38:05
179356,8,2023-09-13 17:38:13
179356,8,2023-09-13 17:38:13
185009,5,2023-09-13 17:38:20
184998,15,2023-09-13 17:39:14
179356,14,2023-09-13 17:40:22
186162,12,2023-09-13 17:40:23
179356,13,2023-09-13 17:40:24
179356,5,2023-09-13 17:44:26
179356,13,2023-09-13 17:44:34
